id,상위법령ID,상위법령명,상위조문번호,상위조문제목,조문문장,위임표지어구,API_위임구분,자동추출_위임형식,대상유형,대상명
P03425,000898,지방교육자치에 관한 법률,35,교육장의 분장 사무,2. 그 밖에 조례로 정하는 사무,조례로,위임자치법규,조례,자치법규,서울특별시교육감 행정권한의 위임에 관한 조례
P05215,000851,평생교육법,14,시ㆍ군ㆍ자치구평생교육협의회,④ 시·군·구협의회의 구성·운영 등에 필요한 사항은 지방자치단체의 조례로 정한다.,조례로,위임자치법규,조례,자치법규,밀양시 평생교육진흥 조례
P05748,000851,평생교육법,21,시ㆍ군ㆍ구평생학습관 등의 설치ㆍ운영 등,④ 제1항 및 제2항에 따른 평생학습관의 설치·운영 등에 필요한 사항은 해당 지방자치단체의 조례로 정한다.,조례로,위임자치법규,조례,자치법규,청주시 평생교육 진흥 조례
P05556,000851,평생교육법,16,경비보조 및 지원,② 지방자치단체의 장은 해당 지방자치단체의 조례로 정하는 바에 따라 주민을 위한 평생교육진흥사업을 실시하거나 지원할 수 있다. 이 경우 교육감 또는 지역교육장과 협의하여야 한다.,조례로,위임자치법규,조례,자치법규,완도군 평생교육 조례
P06076,000851,평생교육법,21,읍ㆍ면ㆍ동 평생학습센터의 운영,② 제1항에 따른 읍·면·동 평생학습센터의 설치 또는 지정 및 운영에 관한 사항은 해당 지방자치단체의 조례로 정한다.,조례로,위임자치법규,조례,자치법규,부산광역시 영도구 평생교육 진흥 조례
P06549,000889,학교급식법,5,학교급식위원회 등,⑤제3항의 규정에 따른 학교급식지원심의위원회의 구성ㆍ운영과 제4항의 규정에 따른 학교급식지원센터의 설치ㆍ운영에 관하여 필요한 사항은 해당지방자치단체의 조례로 정한다.,조례로,위임자치법규,조례,자치법규,김포시 학교급식 등 지원에 관한 조례
P06615,000889,학교급식법,5,학교급식위원회 등,⑤제3항의 규정에 따른 학교급식지원심의위원회의 구성ㆍ운영과 제4항의 규정에 따른 학교급식지원센터의 설치ㆍ운영에 관하여 필요한 사항은 해당지방자치단체의 조례로 정한다.,조례로,위임자치법규,조례,자치법규,대구광역시 달성군 학교급식 지원 조례
P05468,000851,평생교육법,16,경비보조 및 지원,② 지방자치단체의 장은 해당 지방자치단체의 조례로 정하는 바에 따라 주민을 위한 평생교육진흥사업을 실시하거나 지원할 수 있다. 이 경우 교육감 또는 지역교육장과 협의하여야 한다.,조례로,위임자치법규,조례,자치법규,봉화군 평생교육 진흥 조례
P07362,005397,학원의 설립ㆍ운영 및 과외교습에 관한 법률 시행령,10,일시 수용능력 초과 교습의 금지 등,③ 제1항에도 불구하고 실험·실습 또는 실기 교습이 필요한 학원에서 같은 교습과목을 같은 시간에 같은 장소에서 교습받을 수 있는 학습자의 수는 시·도의 조례로 정한다.,조례로,위임자치법규,조례,자치법규,경상남도 학원의 설립ㆍ운영 및 과외교습에 관한 조례
P01237,014226,대안교육기관에 관한 법률 시행령,7,대안교육기관에 대한 경비 지원,④ 제1항부터 제3항까지의 규정에서 정한 사항 외에 대안교육기관에 대한 경비 지원에 필요한 사항은 해당 지방자치단체의 조례로 정한다.,조례로,위임자치법규,조례,자치법규,단양군 학교 밖 청소년 지원 조례
P03312,000898,지방교육자치에 관한 법률,29,시ㆍ도의회의 교육ㆍ학예에 관한 사무의 지원,① 시·도의회의 교육·학예에 관한 사무를 처리하기 위하여 조례로 정하는 바에 따라 시·도의회의 사무처에 지원조직과 사무직원을 둔다.,조례로,위임자치법규,조례,자치법규,전북특별자치도교육감 소속 지방공무원 정원 조례
P04628,005238,초ㆍ중등교육법 시행령,79,고등학교입학전형위원회,②고등학교입학전형위원회의 조직 및 운영에 관한 사항은 시ㆍ도 교육규칙으로 정한다.,관한 사항은 시.도 교육규칙으로 정한다,위임자치법규,조례,자치법규,제주특별자치도 고등학교 입학전형위원회 규칙
P04692,005238,초ㆍ중등교육법 시행령,84,후기학교의 신입생 선발 및 배정방법,"②제77조제2항에 따라 시ㆍ도 조례로 정하는 지역의 후기학교 주간부 신입생은 고등학교 학교군별로 추첨에 의하여 교육감이 각 고등학교에 배정하되, 제81조제5항에 따라 2이상의 학교를 선택하여 지원한 경우에는 그 입학지원자 중에서 추첨에 의하여 해당 학교 정원의 전부 또는 일부를 배정할 수 있다. 다만, 제90조제1항제6호에 해당하는 특수목적고등학교 및 제91조의4에 따른 자율형 사립고등학교의 신입생은 해당 학교의 장이 선발한다.",조례로 정하는 지역의 후기학교 주간부,위임자치법규,조례,자치법규,전북특별자치도교육감의 고등학교 입학전형 실시 지역 지정 및 해제에 관한 조례
P05628,000851,평생교육법,16,경비보조 및 지원,② 지방자치단체의 장은 해당 지방자치단체의 조례로 정하는 바에 따라 주민을 위한 평생교육진흥사업을 실시하거나 지원할 수 있다. 이 경우 교육감 또는 지역교육장과 협의하여야 한다.,조례로,위임자치법규,조례,자치법규,대전광역시 동구 평생학습 지원 조례
P04462,005238,초ㆍ중등교육법 시행령,60,소위원회,"② 제1항에 따른 소위원회의 구성 및 운영에 필요한 사항은 국립학교의 경우에는 학칙으로, 공립학교의 경우에는 시·도의 조례로 정한다.",조례로,위임자치법규,조례,자치법규,대전광역시립 학교운영위원회 구성 및 운영에 관한 조례
P02005,000191,영유아보육법,6,보육정책위원회,"① 보육에 관한 각종 정책ㆍ사업ㆍ보육지도 및 어린이집 평가에 관한 사항 등을 심의하기 위하여 교육부에 중앙보육정책위원회를, 특별시ㆍ광역시ㆍ특별자치시ㆍ도ㆍ특별자치도(이하 “시ㆍ도”라 한다) 및 시ㆍ군ㆍ구(자치구를 말한다. 이하 같다)에 지방보육정책위원회를 둔다. 다만, 지방보육정책위원회는 그 기능을 담당하기에 적합한 다른 위원회가 있고 그 위원회의 위원이 제2항에 따른 자격을 갖춘 경우에는 시ㆍ도 또는 시ㆍ군ㆍ구의 조례로 정하는 바에 따라 그 위원회가 지방보육정책위원회의 기능을 대신할 수 있다.",조례로,위임자치법규,조례,자치법규,예산군 지역사회보장협의체 구성 및 운영 조례
P03837,004071,지방자치단체의 교육경비 보조에 관한 규정,4,보조의 신청등,①지방자치단체의 장은 해당 연도 보조사업에 대하여 각급학교의 장에게 보조대상사업 및 그 예산액을 통지하고 보조신청서를 제출하도록 하여야 한다. 이 경우 해당 지방자치단체의 조례로 정하는 바에 따라 관할 교육감 또는 교육장을 거쳐 보조대상사업 및 그 예산액을 통지하거나 보조신청서를 제출하게 할 수 있다.,조례로,위임자치법규,조례,자치법규,홍천군 교육경비 보조에 관한 조례
P03360,000898,지방교육자치에 관한 법률,32,교육기관의 설치,교육감은 그 소관 사무의 범위 안에서 필요한 때에는 대통령령 또는 조례로 정하는 바에 따라 교육기관을 설치할 수 있다.,조례로,위임자치법규,대통령령,자치법규,충청남도 도립학교 설치 조례
P03816,004071,지방자치단체의 교육경비 보조에 관한 규정,4,보조의 신청등,①지방자치단체의 장은 해당 연도 보조사업에 대하여 각급학교의 장에게 보조대상사업 및 그 예산액을 통지하고 보조신청서를 제출하도록 하여야 한다. 이 경우 해당 지방자치단체의 조례로 정하는 바에 따라 관할 교육감 또는 교육장을 거쳐 보조대상사업 및 그 예산액을 통지하거나 보조신청서를 제출하게 할 수 있다.,조례로,위임자치법규,조례,자치법규,울산광역시 울주군 교육경비 보조에 관한 조례
P04422,005238,초ㆍ중등교육법 시행령,59,의견 수렴 등,"① 국ㆍ공립학교에 두는 운영위원회는 다음 각 호의 어느 하나에 해당하는 사항을 심의하려는 경우 국립학교의 경우에는 학칙으로, 공립학교의 경우에는 시ㆍ도의 조례로 정하는 바에 따라 미리 학부모의 의견을 수렴해야 한다.",공립학교의 경우에는 시.도의 조례로,위임자치법규,조례,자치법규,제주특별자치도 학교운영위원회에 관한 조례
P06948,000894,학교용지 확보 등에 관한 특례법,5,학교용지부담금특별회계의 설치,3. 그 밖에 해당 시·도의 조례로 정하는 재원,조례로 정하는 재원,위임자치법규,조례,자치법규,대전광역시 학교용지부담금 및 학교용지부담금특별회계 조례
P06475,000889,학교급식법,5,학교급식위원회 등,⑤제3항의 규정에 따른 학교급식지원심의위원회의 구성ㆍ운영과 제4항의 규정에 따른 학교급식지원센터의 설치ㆍ운영에 관하여 필요한 사항은 해당지방자치단체의 조례로 정한다.,조례로,위임자치법규,조례,자치법규,충청남도 친환경학교급식 등 지원에 관한 조례
P03176,010753,장애인 등에 대한 특수교육법 시행령,28,기숙사의 설치ㆍ운영,② 공립 및 사립학교의 기숙사 시설·설비 기준은 시·도 교육규칙으로 정한다.,교육규칙으로,위임자치법규,조례,자치법규,경기도 특수학교 기숙사 생활지도원 등의 배치 및 시설ㆍ설비 기준에 관한 규칙
P02064,000191,영유아보육법,18,보육활동보호위원회의 설치ㆍ운영,"② 보육교직원의 보육 활동 보호에 관한 다음 각 호의 사항을 심의하기 위하여 시·도에 시·도보육활동보호위원회를 둔다. 다만, 시·도보육활동보호위원회는 그 기능을 담당하기에 적합한 다른 위원회가 있고 그 위원회의 위원이 제3항에 따른 자격을 갖춘 경우에는 시·도의 조례로 정하는 바에 따라 그 위원회가 시·도보육활동보호위원회의 기능을 대신할 수 있다.",조례로,위임자치법규,조례,자치법규,세종특별자치시 보육교직원 권익 보호 및 지원에 관한 조례
P03532,005061,지방교육행정기관의 행정기구와 정원기준 등에 관한 규정,7,한시기구의 설치ㆍ운영,④ 한시기구의 존속기간은 3년의 범위에서 해당 시ㆍ도의 조례로 정한다.,조례로,위임자치법규,조례,자치법규,경상북도교육청 행정기구 설치 조례
P01255,014226,대안교육기관에 관한 법률 시행령,7,대안교육기관에 대한 경비 지원,④ 제1항부터 제3항까지의 규정에서 정한 사항 외에 대안교육기관에 대한 경비 지원에 필요한 사항은 해당 지방자치단체의 조례로 정한다.,조례로,위임자치법규,조례,자치법규,광명시 학교 밖 청소년 지원 조례
P04723,005238,초ㆍ중등교육법 시행령,88,전형료,제81조의 규정에 의하여 입학전형에 응시하고자 하는 자는 시·도교육규칙이 정하는 바에 의하여 전형료를 납부하여야 한다.,시.도교육규칙이,위임자치법규,조례,자치법규,광주광역시 고등학교 입학전형료 징수 규칙
P04233,000900,초ㆍ중등교육법,34,학교운영위원회의 구성ㆍ운영,"① 제31조에 따른 학교운영위원회 중 국립학교에 두는 학교운영위원회의 구성과 운영에 필요한 사항은 대통령령으로 정하고, 공립학교에 두는 학교운영위원회의 구성과 운영에 필요한 사항은 대통령령으로 정하는 범위에서 시·도의 조례로 정한다.",조례로,위임자치법규,대통령령,자치법규,세종특별자치시 시립학교운영위원회 설치ㆍ운영에 관한 조례
P01394,003583,방송통신중학교 및 방송통신고등학교 설치기준령,3,교육과정,"① 국립 방송통신고등학교에 두는 학과는 교육부장관이 정하고, 공립 방송통신고등학교에 두는 학과는 특별시·광역시·특별자치시·도 및 특별자치도(이하 ""시·도""라 한다)의 교육규칙으로 정한다.",한다\)의 교육규칙으로,위임자치법규,조례,자치법규,전북특별자치도 방송통신중학교 및 방송통신고등학교 운영 규칙
P01395,003583,방송통신중학교 및 방송통신고등학교 설치기준령,3,교육과정,"② 방송통신중학교와 방송통신고등학교의 교과에 관하여는 「초·중등교육법 시행령」 제43조를 준용한다. 이 경우 각 교과의 교수(敎授) 요지, 과목, 수업시간수, 그 밖에 학습활동에 관한 사항은 국립 방송통신중학교 및 방송통신고등학교는 교육부장관이 정하고, 공립 방송통신중학교 및 방송통신고등학교는 시·도의 교육규칙으로 정한다.",시.도의 교육규칙으로,위임자치법규,조례,자치법규,전북특별자치도 방송통신중학교 및 방송통신고등학교 운영 규칙
P05483,000851,평생교육법,16,경비보조 및 지원,② 지방자치단체의 장은 해당 지방자치단체의 조례로 정하는 바에 따라 주민을 위한 평생교육진흥사업을 실시하거나 지원할 수 있다. 이 경우 교육감 또는 지역교육장과 협의하여야 한다.,조례로,위임자치법규,조례,자치법규,서울특별시 강북구 평생교육진흥 조례
P05790,000851,평생교육법,21,시ㆍ군ㆍ구평생학습관 등의 설치ㆍ운영 등,④ 제1항 및 제2항에 따른 평생학습관의 설치·운영 등에 필요한 사항은 해당 지방자치단체의 조례로 정한다.,조례로,위임자치법규,조례,자치법규,전남광주통합특별시 북구 평생학습관 운영 조례
P03728,005061,지방교육행정기관의 행정기구와 정원기준 등에 관한 규정,20,정원의 규정,"② 제13조에 따른 단위기관별 정원은 제1항에 따른 정원의 총수 범위에서 종류별ㆍ직급별로 구분하여 해당 시ㆍ도의 조례로 정한다. 다만, 다음 각 호의 어느 하나에 해당하는 정원은 조례로 그 총수만 정하고 그 범위에서 제13조제2항에 따른 단위기관별로 해당 시ㆍ도의 교육규칙으로 정한다.",정원은 조례로,위임자치법규,조례,자치법규,경기도교육감 소속 지방공무원 정원 조례
P02822,009874,유아교육법 시행령,32,사립유치원에 대한 지원,② 특별시장·광역시장·특별자치시장·도지사·특별자치도지사 및 시장·군수·구청장(자치구의 구청장을 말한다. 이하 같다)은 조례로 정하는 바에 따라 제1항 각 호의 경비의 전부 또는 일부를 사립유치원에 지원할 수 있다.,조례로,위임자치법규,조례,자치법규,문경시 교육경비 보조에 관한 조례
P07120,014818,학생맞춤통합지원법,15,학생맞춤통합지원 협력체계의 구축,③ 제1항에 따른 협력체계의 구성ㆍ운영에 필요한 사항은 해당 시ㆍ도의 조례로 정한다.,조례로 정한다,위임자치법규,조례,자치법규,경상남도교육청 학생맞춤통합지원 조례
P03857,004071,지방자치단체의 교육경비 보조에 관한 규정,4,보조의 신청등,①지방자치단체의 장은 해당 연도 보조사업에 대하여 각급학교의 장에게 보조대상사업 및 그 예산액을 통지하고 보조신청서를 제출하도록 하여야 한다. 이 경우 해당 지방자치단체의 조례로 정하는 바에 따라 관할 교육감 또는 교육장을 거쳐 보조대상사업 및 그 예산액을 통지하거나 보조신청서를 제출하게 할 수 있다.,조례로,위임자치법규,조례,자치법규,철원군 교육경비 보조에 관한 조례
P04634,005238,초ㆍ중등교육법 시행령,81,입학전형의 지원,⑤제1항 본문에도 불구하고 제77조제2항에 따라 시ㆍ도 조례로 정하는 지역의 후기학교 주간부에 입학하려는 사람은 교육감이 정하는 방법 및 절차에 따라 2개 이상의 학교를 선택하여 지원할 수 있다.,조례로,위임자치법규,조례,자치법규,경기도교육감이 고등학교의 입학전형을 실시하는 지역에 관한 조례
P02401,007739,영유아보육법 시행규칙,24,국공립어린이집의 운영위탁,"⑨ 어린이집의 운영 위탁에 관한 구체적인 사항은 국립어린이집의 경우 교육부장관이 정하고, 공립어린이집의 경우 지방자치단체의 조례로 정한다.",조례로,위임자치법규,조례,자치법규,서울특별시 서초구 영유아 보육 조례
P06533,000889,학교급식법,5,학교급식위원회 등,⑤제3항의 규정에 따른 학교급식지원심의위원회의 구성ㆍ운영과 제4항의 규정에 따른 학교급식지원센터의 설치ㆍ운영에 관하여 필요한 사항은 해당지방자치단체의 조례로 정한다.,조례로,위임자치법규,조례,자치법규,서울특별시 영등포구 친환경 학교급식 등 지원에 관한 조례
P04616,005238,초ㆍ중등교육법 시행령,79,고등학교입학전형위원회,②고등학교입학전형위원회의 조직 및 운영에 관한 사항은 시ㆍ도 교육규칙으로 정한다.,관한 사항은 시.도 교육규칙으로 정한다,위임자치법규,조례,자치법규,경상남도 고등학교 입학전형위원회 운영 규칙
P03704,005061,지방교육행정기관의 행정기구와 정원기준 등에 관한 규정,20,정원의 규정,"② 제13조에 따른 단위기관별 정원은 제1항에 따른 정원의 총수 범위에서 종류별ㆍ직급별로 구분하여 해당 시ㆍ도의 조례로 정한다. 다만, 다음 각 호의 어느 하나에 해당하는 정원은 조례로 그 총수만 정하고 그 범위에서 제13조제2항에 따른 단위기관별로 해당 시ㆍ도의 교육규칙으로 정한다.",정원은 조례로,위임자치법규,조례,자치법규,충청남도교육감 소속 지방공무원 정원 조례
P05415,000851,평생교육법,16,경비보조 및 지원,② 지방자치단체의 장은 해당 지방자치단체의 조례로 정하는 바에 따라 주민을 위한 평생교육진흥사업을 실시하거나 지원할 수 있다. 이 경우 교육감 또는 지역교육장과 협의하여야 한다.,조례로,위임자치법규,조례,자치법규,서울특별시 중랑구 평생교육진흥 조례
P00269,012142,공교육 정상화 촉진 및 선행교육 규제에 관한 특별법 시행령,4,학교의 입학전형 반영 금지 등,"④ 법 제9조제4항에 따른 영향평가를 실시하기 위한 방법, 절차 등에 관하여 필요한 사항은 특별시·광역시·특별자치시·도·특별자치도(이하 ""시·도""라 한다)의 교육규칙으로 정한다.",교육규칙으로,위임자치법규,조례,자치법규,부산광역시교육청 고등학교 입학전형 사교육 영향평가 운영에 관한 규칙
P05907,000851,평생교육법,21,시ㆍ군ㆍ구평생학습관 등의 설치ㆍ운영 등,④ 제1항 및 제2항에 따른 평생학습관의 설치·운영 등에 필요한 사항은 해당 지방자치단체의 조례로 정한다.,조례로,위임자치법규,조례,자치법규,밀양시 평생교육진흥 조례
P03271,000898,지방교육자치에 관한 법률,26,사무의 위임ㆍ위탁 등,③교육감은 조례 또는 교육규칙으로 정하는 바에 따라 그 권한에 속하는 사무 중 조사·검사·검정·관리 등 주민의 권리·의무와 직접 관계되지 아니하는 사무를 법인·단체 또는 그 기관이나 개인에게 위탁할 수 있다.,③교육감은 조례,위임자치법규,조례,자치법규,인천광역시교육감 사무의 민간위탁에 관한 조례
P03092,010449,장애인 등에 대한 특수교육법,10,특수교육운영위원회,"② 제1항에 따른 중앙특수교육운영위원회의 구성ㆍ운영 등에 관하여 필요한 사항은 대통령령으로, 시ㆍ도특수교육운영위원회 및 시ㆍ군ㆍ구특수교육운영위원회의 구성ㆍ운영 등에 관하여는 특별시ㆍ광역시ㆍ특별자치시ㆍ도 및 특별자치도(이하 ""시ㆍ도""라 한다)의 교육규칙으로 각각 정한다.",교육규칙으로,위임자치법규,대통령령,자치법규,부산광역시특수교육운영위원회 구성 및 운영 규칙
P03484,005059,지방교육자치에 관한 법률 시행령,2,법제심의위원회,⑧이 영에 규정된 것 외에 위원회의 구성·운영에 필요한 사항은 각 시·도의 교육규칙으로 정한다.,시.도의 교육규칙으로,위임자치법규,조례,자치법규,경상북도 교육ㆍ학예에 관한 법제사무 처리 규칙
P01898,011331,어린이ㆍ노인 및 장애인 보호구역의 지정 및 관리에 관한 규칙,2,정의,바. 그 밖에 어린이가 자주 왕래하는 곳으로서 조례로 정하는 시설 또는 장소,어린이가 자주 왕래하는 곳으로서 조례로,위임자치법규,조례,자치법규,전남광주통합특별시 남구 어린이 통학로 교통안전을 위한 조례
P03920,004071,지방자치단체의 교육경비 보조에 관한 규정,4,보조의 신청등,①지방자치단체의 장은 해당 연도 보조사업에 대하여 각급학교의 장에게 보조대상사업 및 그 예산액을 통지하고 보조신청서를 제출하도록 하여야 한다. 이 경우 해당 지방자치단체의 조례로 정하는 바에 따라 관할 교육감 또는 교육장을 거쳐 보조대상사업 및 그 예산액을 통지하거나 보조신청서를 제출하게 할 수 있다.,조례로,위임자치법규,조례,자치법규,부산광역시 수영구 교육경비 보조에 관한 조례
P03286,000898,지방교육자치에 관한 법률,26,사무의 위임ㆍ위탁 등,"①교육감은 조례 또는 교육규칙으로 정하는 바에 따라 그 권한에 속하는 사무의 일부를 보조기관, 소속교육기관 또는 하급교육행정기관에 위임할 수 있다",①교육감은 조례,위임자치법규,조례,자치법규,전북특별자치도교육감 행정권한위임에 관한 조례
P03439,000898,지방교육자치에 관한 법률,41,지방교육행정협의회의 설치,②제1항의 규정에 따른 지방교육행정협의회의 구성·운영에 관하여 필요한 사항은 교육감과 시·도지사가 협의하여 조례로 정한다.,조례로,위임자치법규,조례,자치법규,서울특별시교육청 교육행정협의회 설치ㆍ운영에 관한 조례
P04460,005238,초ㆍ중등교육법 시행령,60,소위원회,"② 제1항에 따른 소위원회의 구성 및 운영에 필요한 사항은 국립학교의 경우에는 학칙으로, 공립학교의 경우에는 시·도의 조례로 정한다.",조례로,위임자치법규,조례,자치법규,서울특별시교육청 공립학교 운영위원회 구성 및 운영 등에 관한 조례
P05959,000851,평생교육법,21,읍ㆍ면ㆍ동 평생학습센터의 운영,② 제1항에 따른 읍·면·동 평생학습센터의 설치 또는 지정 및 운영에 관한 사항은 해당 지방자치단체의 조례로 정한다.,조례로,위임자치법규,조례,자치법규,서울특별시 은평구 평생교육진흥 조례
P06918,000894,학교용지 확보 등에 관한 특례법,5,학교용지부담금특별회계의 설치,5. 그 밖에 학교용지의 확보 등에 필요하거나 부담금을 적정하게 관리하기 위하여 필요한 사항으로 해당 시·도의 조례로 정하는 사항,조례로 정하는 사항,위임자치법규,조례,자치법규,전라남도 학교용지부담금 부과ㆍ징수 및 특별회계 설치 조례
P05532,000851,평생교육법,16,경비보조 및 지원,② 지방자치단체의 장은 해당 지방자치단체의 조례로 정하는 바에 따라 주민을 위한 평생교육진흥사업을 실시하거나 지원할 수 있다. 이 경우 교육감 또는 지역교육장과 협의하여야 한다.,조례로,위임자치법규,조례,자치법규,하동군 평생학습 조례
P05325,000851,평생교육법,14,시ㆍ군ㆍ자치구평생교육협의회,④ 시·군·구협의회의 구성·운영 등에 필요한 사항은 지방자치단체의 조례로 정한다.,조례로,위임자치법규,조례,자치법규,인천광역시 중구 평생교육 진흥 조례
P07335,005397,학원의 설립ㆍ운영 및 과외교습에 관한 법률 시행령,5,숙박시설을 갖춘 학교교과교습학원의 등록,"② 제1항에 따른 숙박시설의 위치, 환경기준, 시설·설비기준, 영양사 및 생활지도 담당인력 배치기준 등에 관한 사항은 지역적 여건과 학원의 규모 등을 고려하여 시·도 조례로 정한다.",시.도 조례로,위임자치법규,조례,자치법규,강원특별자치도 학원의 설립ㆍ운영 및 과외교습에 관한 조례
P02245,007739,영유아보육법 시행규칙,24,국공립어린이집의 운영위탁,"⑨ 어린이집의 운영 위탁에 관한 구체적인 사항은 국립어린이집의 경우 교육부장관이 정하고, 공립어린이집의 경우 지방자치단체의 조례로 정한다.",조례로,위임자치법규,조례,자치법규,안동시 영유아보육 조례
P04030,000900,초ㆍ중등교육법,10,수업료 등,"② 제1항에 따른 수업료와 그 밖의 납부금을 거두는 방법 등에 필요한 사항은 국립학교의 경우에는 교육부령으로 정하고, 공립·사립 학교의 경우에는 특별시·광역시·특별자치시·도·특별자치도(이하 ""시·도""라 한다)의 조례로 정한다. 이 경우 국민의 교육을 받을 권리를 본질적으로 침해하는 내용을 정하여서는 아니 된다.",조례로,위임자치법규,부령,자치법규,충청남도 학교 수업료 및 입학금에 관한 조례
P07297,000850,학원의 설립ㆍ운영 및 과외교습에 관한 법률,17,행정처분,④ 제1항부터 제3항까지에 따른 행정처분의 기준과 그 밖에 필요한 사항은 조례로 정한다.,조례로,위임자치법규,조례,자치법규,경상북도 학원의 설립ㆍ운영 및 과외교습에 관한 조례
P06334,003751,평생교육법 시행령,77,권한의 위임ㆍ위탁,③ 교육감은 법 제44조제3항에 따라 다음 각 호의 권한을 조례로 정하는 바에 따라 소관 교육장에게 위임할 수 있다.,조례로,위임자치법규,조례,자치법규,제주특별자치도교육감 행정권한 위임에 관한 조례
P02731,009874,유아교육법 시행령,22,국립ㆍ공립 유치원에 두는 운영위원회의 구성,"③ 제2항에도 불구하고 유아 수가 20명 미만인 국립ㆍ공립 유치원에 두는 운영위원회 위원의 구성비율은 국립유치원의 경우에는 유치원규칙으로 다르게 정할 수 있으며, 공립유치원의 경우에는 시ㆍ도의 조례로 정하는 범위에서 운영위원회규정으로 다르게 정할 수 있다. 다만, 유치원규칙 또는 운영위원회규정으로 다르게 정하는 경우에도 학부모위원 및 교원위원은 각각 1명 이상 포함되어야 한다.",조례로,위임자치법규,조례,자치법규,부산광역시 공립 유치원 및 학교 운영위원회 설치ㆍ운영에 관한 조례
P05334,000851,평생교육법,14,시ㆍ군ㆍ자치구평생교육협의회,④ 시·군·구협의회의 구성·운영 등에 필요한 사항은 지방자치단체의 조례로 정한다.,조례로,위임자치법규,조례,자치법규,인제군 평생교육진흥 조례
P04694,005238,초ㆍ중등교육법 시행령,84,후기학교의 신입생 선발 및 배정방법,④제77조제2항에 따라 시ㆍ도 조례로 정하는 지역의 후기학교 야간부 신입생은 교육감이 각 학교에 통보한 입학전형에 관한 자료에 따라 당해 학교의 장이 선발한다.,조례로 정하는 지역의 후기학교 야간부,위임자치법규,조례,자치법규,전라남도교육감이 고등학교의 입학전형을 실시하는 지역에 관한 조례
P05225,000851,평생교육법,14,시ㆍ군ㆍ자치구평생교육협의회,④ 시·군·구협의회의 구성·운영 등에 필요한 사항은 지방자치단체의 조례로 정한다.,조례로,위임자치법규,조례,자치법규,서울특별시 동작구 평생교육진흥 조례
P04552,005238,초ㆍ중등교육법 시행령,76,특성화중학교,5. 교육감이 5년마다 시·도 교육규칙으로 정하는 바에 따라 해당 학교 운영 성과 등을 평가하여 지정 목적의 달성이 불가능하다고 인정되는 경우,교육규칙으로,위임자치법규,조례,자치법규,인천광역시 특성화중학교 및 특수목적고등학교 지정ㆍ운영에 관한 규칙
P05579,000851,평생교육법,16,경비보조 및 지원,② 지방자치단체의 장은 해당 지방자치단체의 조례로 정하는 바에 따라 주민을 위한 평생교육진흥사업을 실시하거나 지원할 수 있다. 이 경우 교육감 또는 지역교육장과 협의하여야 한다.,조례로,위임자치법규,조례,자치법규,인천광역시 연수구 평생교육진흥 조례
P02842,009874,유아교육법 시행령,33,방과후 과정 운영 등에 대한 지원,② 특별시장·광역시장·특별자치시장·도지사·특별자치도지사 및 시장·군수·구청장은 조례로 정하는 바에 따라 제1항 각 호의 경비의 전부 또는 일부를 방과후 과정을 운영하거나 제12조에 따른 수업일수를 초과하여 운영하는 유치원에 지원할 수 있다.,조례로,위임자치법규,조례,자치법규,포항시 교육경비 보조에 관한 조례
P06473,000889,학교급식법,5,학교급식위원회 등,⑤제3항의 규정에 따른 학교급식지원심의위원회의 구성ㆍ운영과 제4항의 규정에 따른 학교급식지원센터의 설치ㆍ운영에 관하여 필요한 사항은 해당지방자치단체의 조례로 정한다.,조례로,위임자치법규,조례,자치법규,춘천시 공공급식 지원에 관한 조례
P06265,003751,평생교육법 시행령,12,시ㆍ도평생교육진흥원의 운영 등,"② 시·도진흥원은 법 제20조제2항의 업무를 수행하는 데 필요한 조직과 시설을 갖추어야 하되, 그 운영에 필요한 조직과 시설, 지정절차 등에 필요한 사항은 그 지방자치단체의 조례로 정한다.",조례로,위임자치법규,조례,자치법규,광주광역시 평생교육진흥 조례
P07217,000850,학원의 설립ㆍ운영 및 과외교습에 관한 법률,8,시설기준,"학원에는 교습과정별로 시·도의 조례로 정하는 단위시설별 기준에 따라 교습과 학습에 필요한 시설과 설비를 갖추고 유지하여야 한다. 다만, 학원의 소방시설은 소방 관계 법령으로 정하는 바에 따른다.",조례로,위임자치법규,조례,자치법규,인천광역시 학원의 설립ㆍ운영 및 과외교습에 관한 조례
P06417,000889,학교급식법,5,학교급식위원회 등,⑤제3항의 규정에 따른 학교급식지원심의위원회의 구성ㆍ운영과 제4항의 규정에 따른 학교급식지원센터의 설치ㆍ운영에 관하여 필요한 사항은 해당지방자치단체의 조례로 정한다.,조례로,위임자치법규,조례,자치법규,옥천군 지역농산물 공공급식 지원에 관한 조례
P03713,005061,지방교육행정기관의 행정기구와 정원기준 등에 관한 규정,20,정원의 규정,"② 제13조에 따른 단위기관별 정원은 제1항에 따른 정원의 총수 범위에서 종류별·직급별로 구분하여 해당 시·도의 조례로 정한다. 다만, 다음 각 호의 어느 하나에 해당하는 정원은 조례로 그 총수만 정하고 그 범위에서 제13조제2항에 따른 단위기관별로 해당 시·도의 교육규칙으로 정한다",총수만 정하고 그 범위에서 제13조제2항에 따른 단위기관별로 해당 시.도의 교육규칙으로 정한다,위임자치법규,조례,자치법규,제주특별자치도교육감 소속 지방공무원 정원 규칙
