id,상위법령ID,상위법령명,상위조문번호,상위조문제목,조문문장,위임표지어구,API_위임구분,자동추출_위임형식,대상유형,대상명
P06980,005383,학교용지 확보 등에 관한 특례법 시행령,5,학교용지부담금의 부과ㆍ징수의 절차 등,"⑤ 제1항부터 제4항까지의 규정에서 정한 사항 외에 납부고지서의 서식, 그 밖에 부담금의 부과ㆍ징수에 필요한 사항은 특별시ㆍ광역시ㆍ특별자치시ㆍ도 또는 특별자치도(이하 “시ㆍ도”라 한다)의 조례로 정한다.",조례로,위임자치법규,조례,자치법규,전북특별자치도 학교용지부담금 부과ㆍ징수 및 특별회계 설치 조례
P03897,004071,지방자치단체의 교육경비 보조에 관한 규정,4,보조의 신청등,①지방자치단체의 장은 해당 연도 보조사업에 대하여 각급학교의 장에게 보조대상사업 및 그 예산액을 통지하고 보조신청서를 제출하도록 하여야 한다. 이 경우 해당 지방자치단체의 조례로 정하는 바에 따라 관할 교육감 또는 교육장을 거쳐 보조대상사업 및 그 예산액을 통지하거나 보조신청서를 제출하게 할 수 있다.,조례로,위임자치법규,조례,자치법규,안성시 교육경비 보조 및 교육협력에 관한 조례
P03475,005059,지방교육자치에 관한 법률 시행령,2,법제심의위원회,⑧이 영에 규정된 것 외에 위원회의 구성·운영에 필요한 사항은 각 시·도의 교육규칙으로 정한다.,시.도의 교육규칙으로,위임자치법규,조례,자치법규,전라남도 교육ㆍ학예에 관한 법제심의위원회 규칙
P04045,000900,초ㆍ중등교육법,10,수업료 등,"② 제1항에 따른 수업료와 그 밖의 납부금을 거두는 방법 등에 필요한 사항은 국립학교의 경우에는 교육부령으로 정하고, 공립·사립 학교의 경우에는 특별시·광역시·특별자치시·도·특별자치도(이하 ""시·도""라 한다)의 조례로 정한다. 이 경우 국민의 교육을 받을 권리를 본질적으로 침해하는 내용을 정하여서는 아니 된다.",조례로,위임자치법규,부령,자치법규,강원특별자치도 학교 수업료 및 입학금에 관한 조례
P01154,014226,대안교육기관에 관한 법률 시행령,7,대안교육기관에 대한 경비 지원,④ 제1항부터 제3항까지의 규정에서 정한 사항 외에 대안교육기관에 대한 경비 지원에 필요한 사항은 해당 지방자치단체의 조례로 정한다.,조례로,위임자치법규,조례,자치법규,서울특별시 서대문구 학교 밖 청소년 지원 조례
P04391,005238,초ㆍ중등교육법 시행령,58,국ㆍ공립학교 운영위원회의 구성,"④ 제2항 및 제3항에도 불구하고 다음 각 호의 구분에 따른 국ㆍ공립학교에 두는 운영위원회 위원의 구성비율은 국립학교의 경우에는 학칙으로, 공립학교의 경우에는 시ㆍ도의 조례로 정하는 범위에서 위원회규정으로 달리 정할 수 있다. 이 경우 학부모위원, 교원위원 및 지역위원은 각각 1명 이상 포함되어야 한다.",조례로,위임자치법규,조례,자치법규,울산광역시립학교 운영위원회 조례
P02366,007739,영유아보육법 시행규칙,24,국공립어린이집의 운영위탁,"⑨ 어린이집의 운영 위탁에 관한 구체적인 사항은 국립어린이집의 경우 교육부장관이 정하고, 공립어린이집의 경우 지방자치단체의 조례로 정한다.",조례로,위임자치법규,조례,자치법규,곡성군 영유아 보육 조례
P05872,000851,평생교육법,21,시ㆍ군ㆍ구평생학습관 등의 설치ㆍ운영 등,④ 제1항 및 제2항에 따른 평생학습관의 설치·운영 등에 필요한 사항은 해당 지방자치단체의 조례로 정한다.,조례로,위임자치법규,조례,자치법규,무주군 평생교육 진흥 조례
P01982,011331,어린이ㆍ노인 및 장애인 보호구역의 지정 및 관리에 관한 규칙,2,정의,바. 그 밖에 어린이가 자주 왕래하는 곳으로서 조례로 정하는 시설 또는 장소,어린이가 자주 왕래하는 곳으로서 조례로,위임자치법규,조례,자치법규,부산광역시 강서구 어린이 통학로 교통안전을 위한 조례
P05784,000851,평생교육법,21,시ㆍ군ㆍ구평생학습관 등의 설치ㆍ운영 등,④ 제1항 및 제2항에 따른 평생학습관의 설치·운영 등에 필요한 사항은 해당 지방자치단체의 조례로 정한다.,조례로,위임자치법규,조례,자치법규,장성군 평생교육 진흥 조례
P03616,005061,지방교육행정기관의 행정기구와 정원기준 등에 관한 규정,12,직속기관 등의 하부조직 설치,"③ 직속기관과 교육지원청 소속 기관의 장의 직급, 하부조직 및 그 사무 분장에 관한 사항은 해당 시ㆍ도의 조례 또는 조례의 위임에 따른 교육규칙으로 정한다.",교육규칙으로,위임자치법규,조례,자치법규,제주특별자치도교육청 행정기구 설치 조례 시행규칙
P03381,000898,지방교육자치에 관한 법률,33,공무원의 배치,"①제30조제5항의 보조기관과 제32조의 교육기관 및 제34조의 하급교육행정기관에는 제38조의 규정에 따른 해당 시·도의 교육비특별회계가 부담하는 경비로써 지방공무원을 두되, 그 정원은 법령에서 정한 기준에 따라 조례로 정한다.",조례로,위임자치법규,조례,자치법규,대구광역시교육감 소속 지방공무원 정원 조례
P05292,000851,평생교육법,14,시ㆍ군ㆍ자치구평생교육협의회,④ 시·군·구협의회의 구성·운영 등에 필요한 사항은 지방자치단체의 조례로 정한다.,조례로,위임자치법규,조례,자치법규,파주시 평생교육진흥 조례
P07292,000850,학원의 설립ㆍ운영 및 과외교습에 관한 법률,17,행정처분,④ 제1항부터 제3항까지에 따른 행정처분의 기준과 그 밖에 필요한 사항은 조례로 정한다.,조례로,위임자치법규,조례,자치법규,인천광역시 학원의 설립ㆍ운영 및 과외교습에 관한 조례
P04158,000900,초ㆍ중등교육법,30,학교회계의 설치,"⑤ 학교회계의 설치에 필요한 사항은 국립학교의 경우에는 교육부령으로, 공립학교의 경우에는 시·도의 교육규칙으로 정한다.",교육규칙으로,위임자치법규,부령,자치법규,경기도 공립학교회계 규칙
P05361,000851,평생교육법,14,시ㆍ군ㆍ자치구평생교육협의회,④ 시·군·구협의회의 구성·운영 등에 필요한 사항은 지방자치단체의 조례로 정한다.,조례로,위임자치법규,조례,자치법규,고창군 평생교육진흥에 관한 조례
P07318,005397,학원의 설립ㆍ운영 및 과외교습에 관한 법률 시행령,5,숙박시설을 갖춘 학교교과교습학원의 등록,"2. 특별시·광역시·특별자치시·도 및 특별자치도(이하 ""시·도""라 한다)의 조례에서 정하는 유치원, 초등학교, 중학교 및 고등학교 또는 이에 준하는 학교에 재학하는 학생에 대한 교습 제한기준을 충족할 것",조례에서,위임자치법규,조례,자치법규,세종특별자치시교육청 학원의 설립ㆍ운영 및 과외교습에 관한 조례
P04837,005238,초ㆍ중등교육법 시행령,91,자율형 공립고등학교,"③ 자율형 공립고등학교는 5년 이내로 지정ㆍ운영하되, 시ㆍ도 교육규칙으로 정하는 바에 따라 5년의 범위에서 연장할 수 있다.",교육규칙으로,위임자치법규,조례,자치법규,부산광역시 자율학교등 지정ㆍ운영에 관한 규칙
P04677,005238,초ㆍ중등교육법 시행령,84,후기학교의 신입생 선발 및 배정방법,"⑦제2항 본문에 따른 후기학교의 추첨ㆍ배정에 관하여 교육감의 자문에 응하게 하기 위하여 학교군별로 고등학교입학추첨관리위원회를 두며, 그 조직과 운영에 관한 사항은 시ㆍ도 교육규칙으로 정한다.",교육규칙으로,위임자치법규,조례,자치법규,인천광역시 고등학교입학추첨관리위원회 규칙
P04653,005238,초ㆍ중등교육법 시행령,84,후기학교의 신입생 선발 및 배정방법,④제77조제2항에 따라 시ㆍ도 조례로 정하는 지역의 후기학교 야간부 신입생은 교육감이 각 학교에 통보한 입학전형에 관한 자료에 따라 당해 학교의 장이 선발한다.,조례로 정하는 지역의 후기학교 야간부,위임자치법규,조례,자치법규,서울특별시교육감의 고등학교 입학전형 실시 지역 지정 및 해제에 관한 조례
P04186,000900,초ㆍ중등교육법,32,기능,14. 그 밖에 대통령령이나 시ㆍ도의 조례로 정하는 사항,조례로,위임자치법규,대통령령,자치법규,경상남도립학교 운영위원회 운영 조례
P05651,000851,평생교육법,16,경비보조 및 지원,② 지방자치단체의 장은 해당 지방자치단체의 조례로 정하는 바에 따라 주민을 위한 평생교육진흥사업을 실시하거나 지원할 수 있다. 이 경우 교육감 또는 지역교육장과 협의하여야 한다.,조례로,위임자치법규,조례,자치법규,남동구 평생교육 진흥 조례
P06665,005377,학교급식법 시행령,17,권한의 위임,"교육감은 법 제20조에 따라 법 제19조에 따른 출입·검사·수거 등, 법 제21조에 따른 행정처분 등의 요청 및 법 제25조에 따른 과태료 부과·징수권한을 조례로 정하는 바에 따라 교육장에게 위임할 수 있다.",조례로,위임자치법규,조례,자치법규,부산광역시교육감 행정권한의 위임ㆍ위탁에 관한 조례
P05178,000851,평생교육법,14,시ㆍ군ㆍ자치구평생교육협의회,④ 시·군·구협의회의 구성·운영 등에 필요한 사항은 지방자치단체의 조례로 정한다.,조례로,위임자치법규,조례,자치법규,안산시 평생교육진흥 조례
P02542,009621,유아교육법,11,입학,"② 원장은 교육 목적에 적합한 범위에서 유치원규칙으로 정하는 바에 따라 공정하고 투명한 방법으로 유치원에 입학할 유아를 모집·선발하여야 한다. 다만, 제3항에 따른 조례에서 모집·선발 시기 등을 달리 정한 경우에는 이에 따라야 한다.",조례에서,위임자치법규,조례,자치법규,인천광역시 유치원 유아모집ㆍ선발에 관한 조례
P05566,000851,평생교육법,16,경비보조 및 지원,② 지방자치단체의 장은 해당 지방자치단체의 조례로 정하는 바에 따라 주민을 위한 평생교육진흥사업을 실시하거나 지원할 수 있다. 이 경우 교육감 또는 지역교육장과 협의하여야 한다.,조례로,위임자치법규,조례,자치법규,의령군 평생교육 진흥 조례
P05737,000851,평생교육법,21,시ㆍ군ㆍ구평생학습관 등의 설치ㆍ운영 등,④ 제1항 및 제2항에 따른 평생학습관의 설치·운영 등에 필요한 사항은 해당 지방자치단체의 조례로 정한다.,조례로,위임자치법규,조례,자치법규,영광군 평생교육 진흥 조례
P04510,005238,초ㆍ중등교육법 시행령,70,중학교입학추첨관리위원회,"②제1항의 규정에 의한 중학교입학추첨관리위원회는 교육장이 임명 또는 위촉하는 5인 내지 7인의 위원으로 구성하되, 그 구성 및 운영에 관하여 필요한 사항은 시·도별 교육규칙으로 정한다.",시.도별 교육규칙으로,위임자치법규,조례,자치법규,세종특별자치시 학교군별 중학교 입학추첨관리위원회 규칙
P05932,000851,평생교육법,21,시ㆍ군ㆍ구평생학습관 등의 설치ㆍ운영 등,④ 제1항 및 제2항에 따른 평생학습관의 설치·운영 등에 필요한 사항은 해당 지방자치단체의 조례로 정한다.,조례로,위임자치법규,조례,자치법규,부산광역시 수영구 평생교육 진흥 조례
P04344,005238,초ㆍ중등교육법 시행령,13,고등학교 등의 무상교육 예외,"법 제10조의2제3항에서 ""대통령령으로 정하는 사립학교""란 법 제10조제2항에 따른 시ㆍ도의 조례에서 수업료와 그 밖의 납부금을 해당 학교의 장이 정하도록 한 사립학교를 말한다.",조례에서,위임자치법규,대통령령,자치법규,충청남도 학교 수업료 및 입학금에 관한 조례
P06090,000851,평생교육법,21,읍ㆍ면ㆍ동 평생학습센터의 운영,② 제1항에 따른 읍·면·동 평생학습센터의 설치 또는 지정 및 운영에 관한 사항은 해당 지방자치단체의 조례로 정한다.,조례로,위임자치법규,조례,자치법규,부산광역시 남구 평생학습 조례
P00715,011529,교육국제화특구의 지정ㆍ운영 및 육성에 관한 특별법,9,실시계획심의위원회,3. 그 밖에 특구 조성사업에 필요한 사항으로서 조례로 정하는 사항,조례로 정하는,위임자치법규,조례,자치법규,인천광역시 교육국제화특구실시계획심의위원회 구성 및 운영에 관한 조례
P03390,000898,지방교육자치에 관한 법률,33,공무원의 배치,"①제30조제5항의 보조기관과 제32조의 교육기관 및 제34조의 하급교육행정기관에는 제38조의 규정에 따른 해당 시·도의 교육비특별회계가 부담하는 경비로써 지방공무원을 두되, 그 정원은 법령에서 정한 기준에 따라 조례로 정한다.",조례로,위임자치법규,조례,자치법규,충청남도교육감 소속 지방공무원 정원 조례
P01415,003583,방송통신중학교 및 방송통신고등학교 설치기준령,3,교육과정,"② 방송통신중학교와 방송통신고등학교의 교과에 관하여는 「초·중등교육법 시행령」 제43조를 준용한다. 이 경우 각 교과의 교수(敎授) 요지, 과목, 수업시간수, 그 밖에 학습활동에 관한 사항은 국립 방송통신중학교 및 방송통신고등학교는 교육부장관이 정하고, 공립 방송통신중학교 및 방송통신고등학교는 시·도의 교육규칙으로 정한다.",시.도의 교육규칙으로,위임자치법규,조례,자치법규,대구광역시 방송통신중학교 및 방송통신고등학교 운영 규칙
P04729,005238,초ㆍ중등교육법 시행령,89,고등학교의 전학 등,"②제1항의 규정에 불구하고 일반고등학교 주간부에서 제77조제2항에 따라 시·도 조례로 정하는 지역에 소재하는 일반고등학교 주간부로의 전학의 경우에는 전학하려는 사람의 거주지가 학교군 또는 시·도가 다른 지역에서 이전된 경우에 한정하며, 교육감이 전학할 학교를 배정한다. 이 경우 거주지가 이전된 사람중 당해 학교군에 소재하는 학교에 결원이 없고 인근학교군에 소재하는 학교에 결원이 있는 경우로서 본인이 원하는 때에는 거주지의 인근 학교군에 소재하는 학교로의 전학을 허용할 수 있다.",조례로,위임자치법규,조례,자치법규,충청남도교육감이 고등학교의 입학전형을 실시하는 지역에 관한 조례
P04617,005238,초ㆍ중등교육법 시행령,79,고등학교입학전형위원회,②고등학교입학전형위원회의 조직 및 운영에 관한 사항은 시ㆍ도 교육규칙으로 정한다.,관한 사항은 시.도 교육규칙으로 정한다,위임자치법규,조례,자치법규,경상북도고등학교입학전형위원회 규칙
P03399,000898,지방교육자치에 관한 법률,34,하급교육행정기관의 설치 등,"②교육지원청의 관할구역과 위치는 시ㆍ도의 조례로 정하고, 명칭은 대통령령으로 정하는 범위에서 시ㆍ도의 조례로 정한다.",명칭은 대통령령으로 정하는 범위에서 시ㆍ도의 조례로 정한다,위임자치법규,대통령령,자치법규,울산광역시교육청 행정기구 설치 조례
P06631,000889,학교급식법,5,학교급식위원회 등,⑤제3항의 규정에 따른 학교급식지원심의위원회의 구성ㆍ운영과 제4항의 규정에 따른 학교급식지원센터의 설치ㆍ운영에 관하여 필요한 사항은 해당지방자치단체의 조례로 정한다.,조례로,위임자치법규,조례,자치법규,보성군 학교급식 식재료 사용 및 지원에 관한 조례
P01948,011331,어린이ㆍ노인 및 장애인 보호구역의 지정 및 관리에 관한 규칙,2,정의,바. 그 밖에 어린이가 자주 왕래하는 곳으로서 조례로 정하는 시설 또는 장소,어린이가 자주 왕래하는 곳으로서 조례로,위임자치법규,조례,자치법규,구리시 어린이 통학로 교통안전을 위한 조례
P04830,005238,초ㆍ중등교육법 시행령,91,자율형 공립고등학교,"③ 자율형 공립고등학교는 5년 이내로 지정ㆍ운영하되, 시ㆍ도 교육규칙으로 정하는 바에 따라 5년의 범위에서 연장할 수 있다.",교육규칙으로,위임자치법규,조례,자치법규,충청북도 자율학교 등 지정ㆍ운영에 관한 규칙
P05347,000851,평생교육법,14,시ㆍ군ㆍ자치구평생교육협의회,④ 시·군·구협의회의 구성·운영 등에 필요한 사항은 지방자치단체의 조례로 정한다.,조례로,위임자치법규,조례,자치법규,울산광역시 동구 평생교육 진흥 조례
P04620,005238,초ㆍ중등교육법 시행령,79,고등학교입학전형위원회,②고등학교입학전형위원회의 조직 및 운영에 관한 사항은 시ㆍ도 교육규칙으로 정한다.,관한 사항은 시.도 교육규칙으로 정한다,위임자치법규,조례,자치법규,대전광역시고등학교입학전형위원회규칙
P03630,005061,지방교육행정기관의 행정기구와 정원기준 등에 관한 규정,12,직속기관 등의 하부조직 설치,"③ 직속기관과 교육지원청 소속 기관의 장의 직급, 하부조직 및 그 사무 분장에 관한 사항은 해당 시ㆍ도의 조례 또는 조례의 위임에 따른 교육규칙으로 정한다.",시.도의 조례,위임자치법규,조례,자치법규,광주광역시교육청 행정기구 설치 조례
P00479,006562,교육감 소속 지방공무원 평정규칙,23,자격증 등의 가산점,2. 영 제17조제1항제3호 후단에 따른 지방자치단체의 인사규칙에서 정하는 바에 따라 자격증 소지를 의무화하는 특수직급의 신규임용시험 또는 전직시험에 응시하여 임용된 사람의 해당 자격증,인사규칙에서,위임자치법규,,자치법규,경상북도교육감 소속 지방공무원 인사규칙
P06828,010380,학교안전사고 예방 및 보상에 관한 법률,10,학교 밖 교육활동에 대한 안전 관리 및 지원 등,③ 그 밖에 보조인력의 배치 기준ㆍ방법 등에 관한 세부적인 사항은 시ㆍ도의 조례로 정한다.,시.도의 조례로,위임자치법규,조례,자치법규,충청남도교육청 현장체험학습 학생안전관리에 관한 조례
P01388,003583,방송통신중학교 및 방송통신고등학교 설치기준령,3,교육과정,"① 국립 방송통신고등학교에 두는 학과는 교육부장관이 정하고, 공립 방송통신고등학교에 두는 학과는 특별시·광역시·특별자치시·도 및 특별자치도(이하 ""시·도""라 한다)의 교육규칙으로 정한다.",한다\)의 교육규칙으로,위임자치법규,조례,자치법규,울산광역시 방송통신중ㆍ고등학교 운영규칙
P03483,005059,지방교육자치에 관한 법률 시행령,2,법제심의위원회,⑧이 영에 규정된 것 외에 위원회의 구성·운영에 필요한 사항은 각 시·도의 교육규칙으로 정한다.,시.도의 교육규칙으로,위임자치법규,조례,자치법규,광주광역시 교육ㆍ학예에 관한 법제사무처리 규칙
P07404,008606,학원의 설립ㆍ운영 및 과외교습에 관한 법률 시행규칙,17,포상금의 지급기준 등,"⑥ 심의위원회의 설치·운영에 관한 사항, 증거자료의 요건, 그 밖에 포상금의 지급 및 기준에 관하여 필요한 사항은 시·도 교육규칙으로 정한다.",교육규칙으로,위임자치법규,조례,자치법규,경상남도 학원의 설립ㆍ운영 및 과외교습에 관한 조례 시행규칙
P05640,000851,평생교육법,16,경비보조 및 지원,② 지방자치단체의 장은 해당 지방자치단체의 조례로 정하는 바에 따라 주민을 위한 평생교육진흥사업을 실시하거나 지원할 수 있다. 이 경우 교육감 또는 지역교육장과 협의하여야 한다.,조례로,위임자치법규,조례,자치법규,대구광역시 군위군 평생학습 조례
P06928,000894,학교용지 확보 등에 관한 특례법,5,학교용지부담금특별회계의 설치,⑥ 특별회계의 설치 및 운용·관리 등에 필요한 사항은 해당 시·도의 조례로 정한다.,조례로 정한다,위임자치법규,조례,자치법규,충청남도 학교용지부담금 부과ㆍ징수 및 특별회계 설치 조례
P01256,014226,대안교육기관에 관한 법률 시행령,7,대안교육기관에 대한 경비 지원,④ 제1항부터 제3항까지의 규정에서 정한 사항 외에 대안교육기관에 대한 경비 지원에 필요한 사항은 해당 지방자치단체의 조례로 정한다.,조례로,위임자치법규,조례,자치법규,광주광역시 인재양성을 위한 교육지원 조례
P03833,004071,지방자치단체의 교육경비 보조에 관한 규정,4,보조의 신청등,①지방자치단체의 장은 해당 연도 보조사업에 대하여 각급학교의 장에게 보조대상사업 및 그 예산액을 통지하고 보조신청서를 제출하도록 하여야 한다. 이 경우 해당 지방자치단체의 조례로 정하는 바에 따라 관할 교육감 또는 교육장을 거쳐 보조대상사업 및 그 예산액을 통지하거나 보조신청서를 제출하게 할 수 있다.,조례로,위임자치법규,조례,자치법규,횡성군 교육발전 기본조례
P05985,000851,평생교육법,21,읍ㆍ면ㆍ동 평생학습센터의 운영,② 제1항에 따른 읍·면·동 평생학습센터의 설치 또는 지정 및 운영에 관한 사항은 해당 지방자치단체의 조례로 정한다.,조례로,위임자치법규,조례,자치법규,포천시 평생학습 조례
P03423,000898,지방교육자치에 관한 법률,35,교육장의 분장 사무,2. 그 밖에 조례로 정하는 사무,조례로,위임자치법규,조례,자치법규,인천광역시교육감 행정권한의 위임에 관한 조례
P01439,007200,방송통신중학교 및 방송통신고등학교 설치기준령 시행규칙,10,수업료 등,"② 공립 방송통신중학교 및 방송통신고등학교의 수업료등은 특별시·광역시·특별자치시·도 및 특별자치도(이하 ""시·도""라 한다)의 조례로 정한다. 다만, 수업료등의 금액은 해당 시·도의 조례에 따라 정해진 공립 고등학교의 수업료등의 금액보다 적어야 한다.",조례로,위임자치법규,조례,자치법규,울산광역시 학교 수업료 및 입학금에 관한 조례
P04925,005238,초ㆍ중등교육법 시행령,105,자율학교등 지정ㆍ운영위원회,② 제1항에 따른 자율학교등 지정·운영위원회의 구성 및 운영에 필요한 사항은 시·도 교육규칙으로 정한다.,필요한 사항은 시.도 교육규칙으로 정한다,위임자치법규,조례,자치법규,부산광역시 자율학교등 지정ㆍ운영에 관한 규칙
P07323,005397,학원의 설립ㆍ운영 및 과외교습에 관한 법률 시행령,5,숙박시설을 갖춘 학교교과교습학원의 등록,"② 제1항에 따른 숙박시설의 위치, 환경기준, 시설·설비기준, 영양사 및 생활지도 담당인력 배치기준 등에 관한 사항은 지역적 여건과 학원의 규모 등을 고려하여 시·도 조례로 정한다.",시.도 조례로,위임자치법규,조례,자치법규,충청북도 학원의 설립ㆍ운영 및 과외교습에 관한 조례
P01849,011331,어린이ㆍ노인 및 장애인 보호구역의 지정 및 관리에 관한 규칙,2,정의,마. 그 밖에 노인이 자주 왕래하는 곳으로서 조례로 정하는 시설 또는 장소,노인이 자주 왕래하는 곳으로서 조례로,위임자치법규,조례,자치법규,영암군 어린이ㆍ노인 및 장애인 보호구역의 지정 및 관리에 관한 조례
P06002,000851,평생교육법,21,읍ㆍ면ㆍ동 평생학습센터의 운영,② 제1항에 따른 읍·면·동 평생학습센터의 설치 또는 지정 및 운영에 관한 사항은 해당 지방자치단체의 조례로 정한다.,조례로,위임자치법규,조례,자치법규,인천광역시 동구 평생교육진흥 조례
P01113,013984,대안교육기관에 관한 법률,20,지도ㆍ감독 등,"② 교육감 및 지방자치단체의 장이 제1항에 따른 지도ㆍ감독을 위하여 필요하면 조례로 정하는 바에 따라 해당 대안교육기관의 설립ㆍ운영자에게 제1항과 관련된 자료의 제출을 요구하거나 관계 공무원에게 해당 시설에 출입하여 그 시설ㆍ설비, 장부 등을 검사하게 할 수 있다.",조례로,위임자치법규,조례,자치법규,부산광역시 북구 학교 밖 청소년 지원에 관한 조례
P06072,000851,평생교육법,21,읍ㆍ면ㆍ동 평생학습센터의 운영,② 제1항에 따른 읍·면·동 평생학습센터의 설치 또는 지정 및 운영에 관한 사항은 해당 지방자치단체의 조례로 정한다.,조례로,위임자치법규,조례,자치법규,서울특별시 동대문구 평생교육진흥 조례
P03450,000898,지방교육자치에 관한 법률,41,지방교육행정협의회의 설치,②제1항의 규정에 따른 지방교육행정협의회의 구성·운영에 관하여 필요한 사항은 교육감과 시·도지사가 협의하여 조례로 정한다.,조례로,위임자치법규,조례,자치법규,경상북도 교육행정협의회 운영 조례
P02435,007739,영유아보육법 시행규칙,24,국공립어린이집의 운영위탁,"⑨ 어린이집의 운영 위탁에 관한 구체적인 사항은 국립어린이집의 경우 교육부장관이 정하고, 공립어린이집의 경우 지방자치단체의 조례로 정한다.",조례로,위임자치법규,조례,자치법규,부산광역시 동구 어린이집 관리 및 운영 조례
P05287,000851,평생교육법,14,시ㆍ군ㆍ자치구평생교육협의회,④ 시·군·구협의회의 구성·운영 등에 필요한 사항은 지방자치단체의 조례로 정한다.,조례로,위임자치법규,조례,자치법규,하남시 평생교육진흥 조례
P05503,000851,평생교육법,16,경비보조 및 지원,② 지방자치단체의 장은 해당 지방자치단체의 조례로 정하는 바에 따라 주민을 위한 평생교육진흥사업을 실시하거나 지원할 수 있다. 이 경우 교육감 또는 지역교육장과 협의하여야 한다.,조례로,위임자치법규,조례,자치법규,천안시 평생학습 조례
P03893,004071,지방자치단체의 교육경비 보조에 관한 규정,4,보조의 신청등,①지방자치단체의 장은 해당 연도 보조사업에 대하여 각급학교의 장에게 보조대상사업 및 그 예산액을 통지하고 보조신청서를 제출하도록 하여야 한다. 이 경우 해당 지방자치단체의 조례로 정하는 바에 따라 관할 교육감 또는 교육장을 거쳐 보조대상사업 및 그 예산액을 통지하거나 보조신청서를 제출하게 할 수 있다.,조례로,위임자치법규,조례,자치법규,밀양시 교육경비 보조에 관한 조례
P05471,000851,평생교육법,16,경비보조 및 지원,② 지방자치단체의 장은 해당 지방자치단체의 조례로 정하는 바에 따라 주민을 위한 평생교육진흥사업을 실시하거나 지원할 수 있다. 이 경우 교육감 또는 지역교육장과 협의하여야 한다.,조례로,위임자치법규,조례,자치법규,부산광역시 평생교육진흥 조례
P03389,000898,지방교육자치에 관한 법률,33,공무원의 배치,"①제30조제5항의 보조기관과 제32조의 교육기관 및 제34조의 하급교육행정기관에는 제38조의 규정에 따른 해당 시·도의 교육비특별회계가 부담하는 경비로써 지방공무원을 두되, 그 정원은 법령에서 정한 기준에 따라 조례로 정한다.",조례로,위임자치법규,조례,자치법규,제주특별자치도교육감 소속 지방공무원 정원 조례
P02838,009874,유아교육법 시행령,33,방과후 과정 운영 등에 대한 지원,② 특별시장·광역시장·특별자치시장·도지사·특별자치도지사 및 시장·군수·구청장은 조례로 정하는 바에 따라 제1항 각 호의 경비의 전부 또는 일부를 방과후 과정을 운영하거나 제12조에 따른 수업일수를 초과하여 운영하는 유치원에 지원할 수 있다.,조례로,위임자치법규,조례,자치법규,전북특별자치도 사립유치원 유아교육비 지원에 관한 조례
P06315,003751,평생교육법 시행령,73,시ㆍ도문해교육센터,"④ 제1항부터 제3항까지에서 규정한 사항 외에 시·도문해교육센터의 조직, 시설 및 지정 등에 필요한 사항은 해당 시·도의 조례로 정한다.",조례로,위임자치법규,조례,자치법규,충청북도 평생교육 진흥조례
P07211,000850,학원의 설립ㆍ운영 및 과외교습에 관한 법률,8,시설기준,"학원에는 교습과정별로 시·도의 조례로 정하는 단위시설별 기준에 따라 교습과 학습에 필요한 시설과 설비를 갖추고 유지하여야 한다. 다만, 학원의 소방시설은 소방 관계 법령으로 정하는 바에 따른다.",조례로,위임자치법규,조례,자치법규,경기도 학원의 설립ㆍ운영 및 과외교습에 관한 조례
P03662,005061,지방교육행정기관의 행정기구와 정원기준 등에 관한 규정,16,별정직 정원,"② 제1항에 따른 별정직 정원은 직무의 성격상 일반직 지방공무원으로 임용하기 곤란한 경우에만 교육감이 각 직무분야별·상당계급별로 책정하되, 그 수는 해당 시·도의 조례로 정하는 정원책정기준에 따라 최소한의 범위에 그쳐야 한다.",조례로,위임자치법규,조례,자치법규,서울특별시교육감 소속 지방공무원 정원 조례
P01106,013984,대안교육기관에 관한 법률,20,지도ㆍ감독 등,"② 교육감 및 지방자치단체의 장이 제1항에 따른 지도ㆍ감독을 위하여 필요하면 조례로 정하는 바에 따라 해당 대안교육기관의 설립ㆍ운영자에게 제1항과 관련된 자료의 제출을 요구하거나 관계 공무원에게 해당 시설에 출입하여 그 시설ㆍ설비, 장부 등을 검사하게 할 수 있다.",조례로,위임자치법규,조례,자치법규,광주시 학교 밖 청소년 지원 조례
P00400,000886,교원의 지위 향상 및 교육활동 보호를 위한 특별법,21,법률지원단의 구성 및 운영,② 제1항에 따른 법률지원단의 구성 및 운영에 필요한 사항은 교육부령 또는 시ㆍ도의 교육규칙으로 정한다.,교육규칙으로,위임자치법규,부령,자치법규,전북특별자치도교육청 교육활동 보호 법률지원단 구성 및 운영에 관한 규칙
P03914,004071,지방자치단체의 교육경비 보조에 관한 규정,4,보조의 신청등,①지방자치단체의 장은 해당 연도 보조사업에 대하여 각급학교의 장에게 보조대상사업 및 그 예산액을 통지하고 보조신청서를 제출하도록 하여야 한다. 이 경우 해당 지방자치단체의 조례로 정하는 바에 따라 관할 교육감 또는 교육장을 거쳐 보조대상사업 및 그 예산액을 통지하거나 보조신청서를 제출하게 할 수 있다.,조례로,위임자치법규,조례,자치법규,부산광역시 기장군 교육경비 보조에 관한 조례
P06630,000889,학교급식법,5,학교급식위원회 등,⑤제3항의 규정에 따른 학교급식지원심의위원회의 구성ㆍ운영과 제4항의 규정에 따른 학교급식지원센터의 설치ㆍ운영에 관하여 필요한 사항은 해당지방자치단체의 조례로 정한다.,조례로,위임자치법규,조례,자치법규,보은군 지역농산물 공공급식 지원에 관한 조례
